2023-10-18 10:32:57.531
Trial Number,Time Stamp,Relative Start Time,Cursor X (Relative to Origin),Cursor Y(Relative to Origin),Joystick X,Joystick Y
1,2023-10-18 10:33:04.3,6773.0,-17.6387,0.0303,-0.9395,-0.0000
1,2023-10-18 10:33:04.35,6823.0,-26.8152,-0.7761,-0.7402,-0.0860
1,2023-10-18 10:33:04.4,6873.0,-31.0411,-1.8475,-0.5469,-0.1914
1,2023-10-18 10:33:04.45,6923.0,-37.8410,-5.0965,-0.1445,-0.2266
1,2023-10-18 10:33:04.5,6973.0,-40.3174,-7.1275,-0.0000,-0.2324
1,2023-10-18 10:33:04.55,7023.0,-43.3475,-11.6818,0.2020,-0.2070
1,2023-10-18 10:33:04.6,7073.0,-44.2181,-14.0020,0.1216,-0.1309
1,2023-10-18 10:33:04.65,7123.0,-45.2162,-18.1341,0.1726,-0.0000
1,2023-10-18 10:33:04.7,7173.0,-45.1783,-19.9078,0.3333,0.0647
1,2023-10-18 10:33:04.75,7223.0,-43.9167,-22.6755,0.4843,0.1804
1,2023-10-18 10:33:04.8,7273.0,-42.7574,-23.6318,0.4882,0.2137
1,2023-10-18 10:33:04.85,7323.0,-39.7443,-24.7012,0.4726,0.2627
1,2023-10-18 10:33:04.9,7373.0,-38.0662,-24.8764,0.4177,0.2765
1,2023-10-18 10:33:04.95,7423.0,-34.7339,-24.6515,0.3333,0.2784
1,2023-10-18 10:33:05.0,7473.0,-33.1458,-24.2938,0.3039,0.2863
1,2023-10-18 10:33:05.05,7523.0,-30.1912,-23.1864,0.2373,0.2922
1,2023-10-18 10:33:05.1,7573.0,-28.8878,-22.4553,0.2020,0.2961
1,2023-10-18 10:33:05.15,7623.0,-26.7776,-20.6732,0.0882,0.3137
1,2023-10-18 10:33:05.2,7673.0,-25.9518,-19.6585,0.0922,0.3039
1,2023-10-18 10:33:05.25,7723.0,-24.6043,-17.4615,0.0824,0.3039
1,2023-10-18 10:33:05.3,7773.0,-24.0258,-16.3001,0.0824,0.3059
1,2023-10-18 10:33:05.35,7823.0,-22.9901,-13.8760,0.0726,0.3157
1,2023-10-18 10:33:05.4,7873.0,-22.0056,-11.3849,0.0765,0.3137
1,2023-10-18 10:33:05.45,7923.0,-21.5120,-10.1482,0.0667,0.3137
1,2023-10-18 10:33:05.5,7973.0,-20.5043,-7.7425,0.0628,0.3059
1,2023-10-18 10:33:05.55,8023.0,-20.0134,-6.5882,0.0314,0.3157
1,2023-10-18 10:33:05.6,8073.0,-19.0264,-4.4007,0.0216,0.3157
1,2023-10-18 10:33:05.65,8123.0,-18.5608,-3.3806,0.0020,0.3157
1,2023-10-18 10:33:05.7,8173.0,-17.6248,-1.5132,-0.0000,0.3157
1,2023-10-18 10:33:05.75,8223.0,-17.1487,-0.6736,-0.0000,0.3157
1,2023-10-18 10:33:05.8,8273.0,-16.1343,0.8051,-0.0000,0.3157
1,2023-10-18 10:33:05.85,8323.0,-15.5814,1.4395,-0.0000,0.3137
1,2023-10-18 10:33:05.9,8373.0,-14.3555,2.5007,-0.0020,0.3157
1,2023-10-18 10:33:05.95,8423.0,-13.6738,2.9326,-0.0020,0.3157
1,2023-10-18 10:33:06.0,8473.0,-12.1611,3.6078,-0.0137,0.3137
1,2023-10-18 10:33:06.05,8523.0,-11.3373,3.8557,-0.0176,0.3137
1,2023-10-18 10:33:06.1,8573.0,-9.5592,4.1846,-0.0313,0.3059
1,2023-10-18 10:33:06.15,8623.0,-8.6106,4.2892,-0.0430,0.3235
1,2023-10-18 10:33:06.2,8673.0,-6.5679,4.4546,-0.0508,0.3294
1,2023-10-18 10:33:06.25,8723.0,-5.4934,4.5091,-0.0664,0.3294
1,2023-10-18 10:33:06.3,8773.0,-3.3123,4.4017,-0.1153,0.2588
1,2023-10-18 10:33:06.35,8823.0,-2.2713,4.2331,-0.1602,0.2529
1,2023-10-18 10:33:06.4,8873.0,-0.4016,3.7900,-0.2168,0.2902
1,2023-10-18 10:33:06.45,8923.0,0.4484,3.6584,-0.2246,0.3569
1,2023-10-18 10:33:06.5,8973.0,1.9803,4.1605,-0.2696,0.6059
1,2023-10-18 10:33:06.55,9023.0,2.6401,4.9238,-0.2871,0.6627
1,2023-10-18 10:33:06.6,9073.0,3.8926,7.2462,-0.2461,0.6627
1,2023-10-18 10:33:06.65,9123.0,4.5487,8.6979,-0.2285,0.6471
1,2023-10-18 10:33:06.7,9173.0,5.9818,11.5209,-0.2168,0.4530
1,2023-10-18 10:33:06.75,9223.0,6.7254,12.7047,-0.2168,0.3412
1,2023-10-18 10:33:06.8,9273.0,8.1708,13.9558,-0.2207,0.0137
1,2023-10-18 10:33:06.85,9323.0,8.9405,13.9682,-0.1797,-0.0020
1,2023-10-18 10:33:06.9,9373.0,10.7558,12.8561,-0.0918,-0.1270
1,2023-10-18 10:33:06.95,9423.0,11.7445,11.8309,-0.1406,-0.1309
1,2023-10-18 10:33:07.0,9473.0,13.7517,9.1772,-0.1270,-0.1270
1,2023-10-18 10:33:07.05,9523.0,15.7597,6.0119,-0.1445,-0.1270
1,2023-10-18 10:33:07.1,9573.0,16.7420,4.3169,-0.1445,-0.1270
1,2023-10-18 10:33:07.15,9623.0,18.6480,0.8125,-0.1485,-0.1270
1,2023-10-18 10:33:07.2,9673.0,19.5662,-0.9640,-0.1563,-0.1270
1,2023-10-18 10:33:07.25,9723.0,21.4571,-4.4373,-0.0918,-0.0723
1,2023-10-18 10:33:07.3,9773.0,22.4801,-5.9961,-0.0918,-0.0176
1,2023-10-18 10:33:07.35,9823.0,24.6343,-8.6961,-0.0957,-0.0000
1,2023-10-18 10:33:07.4,9873.0,25.7652,-9.8654,-0.0918,-0.0000
1,2023-10-18 10:33:07.45,9923.0,28.1052,-11.8886,-0.0996,-0.0000
1,2023-10-18 10:33:07.5,9973.0,29.3166,-12.7537,-0.0996,-0.0000
1,2023-10-18 10:33:07.55,10023.0,31.8376,-14.2083,-0.0918,-0.0000
1,2023-10-18 10:33:07.6,10073.0,33.1466,-14.8014,-0.0996,-0.0000
1,2023-10-18 10:33:07.65,10123.0,35.8518,-15.7247,-0.0996,-0.0000
1,2023-10-18 10:33:07.7,10173.0,37.2420,-16.0564,-0.1035,-0.0000
1,2023-10-18 10:33:07.75,10223.0,40.0873,-16.4631,-0.1035,-0.0000
1,2023-10-18 10:33:07.8,10273.0,41.5286,-16.5402,-0.1113,-0.0000
1,2023-10-18 10:33:07.85,10323.0,44.4247,-16.4492,-0.1153,-0.0000
1,2023-10-18 10:33:07.9,10373.0,45.8790,-16.2851,-0.1074,-0.0000
1,2023-10-18 10:33:07.95,10423.0,48.7667,-15.7335,-0.1231,-0.0000
1,2023-10-18 10:33:08.0,10473.0,50.1735,-15.3526,-0.1231,-0.0000
1,2023-10-18 10:33:08.05,10523.0,52.9113,-14.4005,-0.1270,-0.0000
1,2023-10-18 10:33:08.1,10573.0,54.2251,-13.8384,-0.1231,-0.0000
